"","administrative_level_2","day","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential"
"394","Kauno apskr.",2020-05-09,-36,0,83,-24,-7,-1
"395","Kauno apskr.",2020-05-10,-31,1,121,-23,-1,-4
"396","Kauno apskr.",2020-05-11,-33,-9,12,-44,-39,14
"397","Kauno apskr.",2020-05-12,-37,-6,10,-42,-39,16
"398","Kauno apskr.",2020-05-13,-36,-10,0,-40,-38,15
"399","Kauno apskr.",2020-05-14,-30,-4,44,-33,-37,12
"400","Kauno apskr.",2020-05-15,-33,8,61,-31,-35,11
"401","Kauno apskr.",2020-05-16,-37,9,14,-27,-8,3
"402","Kauno apskr.",2020-05-17,-38,7,9,-33,-5,1
"403","Kauno apskr.",2020-05-18,-28,0,58,-36,-34,12
"404","Kauno apskr.",2020-05-19,-30,2,22,-37,-34,12
"405","Kauno apskr.",2020-05-20,-26,4,84,-29,-33,10
"406","Kauno apskr.",2020-05-21,-28,7,31,-31,-34,11
"407","Kauno apskr.",2020-05-22,-33,15,78,-27,-30,8
"408","Kauno apskr.",2020-05-23,-33,17,127,-13,4,-5
"409","Kauno apskr.",2020-05-24,-42,8,-9,-36,-3,0
"410","Kauno apskr.",2020-05-25,-28,9,110,-31,-32,9
"411","Kauno apskr.",2020-05-26,-30,10,101,-27,-30,8
"412","Kauno apskr.",2020-05-27,-27,11,129,-24,-30,7
"413","Kauno apskr.",2020-05-28,-27,14,64,-23,-30,8
"414","Kauno apskr.",2020-05-29,-30,19,72,-24,-28,6
"415","Kauno apskr.",2020-05-30,-38,13,45,-23,5,-2
"416","Kauno apskr.",2020-05-31,-32,19,111,-18,12,-7
"417","Kauno apskr.",2020-06-01,-23,13,84,-24,-27,7
"418","Kauno apskr.",2020-06-02,-26,12,93,-23,-26,7
"419","Kauno apskr.",2020-06-03,-24,12,74,-24,-26,7
"420","Kauno apskr.",2020-06-04,-23,15,87,-18,-26,6
"421","Kauno apskr.",2020-06-05,-25,21,90,-18,-25,3
"422","Kauno apskr.",2020-06-06,-32,22,88,-17,8,-6
"423","Kauno apskr.",2020-06-07,-36,25,65,-22,15,-9
"424","Kauno apskr.",2020-06-08,-25,9,61,-23,-27,6
"425","Kauno apskr.",2020-06-09,-22,15,87,-23,-25,5
"426","Kauno apskr.",2020-06-10,-18,18,106,-19,-25,4
"427","Kauno apskr.",2020-06-11,-16,24,79,-15,-26,3
"428","Kauno apskr.",2020-06-12,-22,25,94,-18,-24,1
"429","Kauno apskr.",2020-06-13,-31,14,81,-16,9,-7
"430","Kauno apskr.",2020-06-14,-31,13,49,-25,12,-8
"431","Kauno apskr.",2020-06-15,-16,16,116,-18,-25,3
"432","Kauno apskr.",2020-06-16,-16,22,127,-13,-23,2
"433","Kauno apskr.",2020-06-17,-15,20,101,-15,-24,2
"434","Kauno apskr.",2020-06-18,-14,26,72,-11,-25,1
"435","Kauno apskr.",2020-06-19,-20,29,100,-14,-23,-2
"436","Kauno apskr.",2020-06-20,-32,18,72,-18,9,-9
"437","Kauno apskr.",2020-06-21,-28,23,81,-17,16,-11
"438","Kauno apskr.",2020-06-22,-11,29,124,-14,-28,0
"439","Kauno apskr.",2020-06-23,-6,48,160,-6,-28,-4
"440","Kauno apskr.",2020-06-24,-40,4,177,-40,-75,7
"441","Kauno apskr.",2020-06-25,-18,21,84,-16,-30,0
"442","Kauno apskr.",2020-06-26,-26,22,97,-19,-29,-1
"443","Kauno apskr.",2020-06-27,-40,7,47,-25,3,-7
"444","Kauno apskr.",2020-06-28,-29,19,97,-19,13,-12
"445","Kauno apskr.",2020-06-29,-11,26,99,-13,-25,1
"446","Kauno apskr.",2020-06-30,-16,25,83,-14,-24,2
"447","Kauno apskr.",2020-07-01,-13,21,93,-13,-25,1
"448","Kauno apskr.",2020-07-02,-13,23,81,-9,-26,1
"449","Kauno apskr.",2020-07-03,-21,25,63,-14,-26,-1
"450","Kauno apskr.",2020-07-04,-34,12,88,-14,3,-11
"451","Kauno apskr.",2020-07-05,-31,7,100,-19,6,-10
"452","Kauno apskr.",2020-07-06,-38,-1,168,-38,-78,7
"453","Kauno apskr.",2020-07-07,-17,24,81,-13,-29,1
"454","Kauno apskr.",2020-07-08,-15,19,71,-15,-28,2
"455","Kauno apskr.",2020-07-09,-13,21,70,-8,-28,1
"456","Kauno apskr.",2020-07-10,-18,26,72,-13,-28,1
"457","Kauno apskr.",2020-07-11,-26,19,76,-9,6,-7
"458","Kauno apskr.",2020-07-12,-21,22,105,-10,12,-10
"459","Kauno apskr.",2020-07-13,-10,25,100,-12,-30,1
"460","Kauno apskr.",2020-07-14,-12,25,118,-8,-30,1
"461","Kauno apskr.",2020-07-15,-10,24,135,-9,-29,-1
"462","Kauno apskr.",2020-07-16,-11,25,106,-6,-29,-1
"463","Kauno apskr.",2020-07-17,-20,25,117,-9,-29,-3
"464","Kauno apskr.",2020-07-18,-34,10,96,-12,2,-11
"465","Kauno apskr.",2020-07-19,-30,16,100,-12,10,-15
"466","Kauno apskr.",2020-07-20,-13,25,113,-13,-33,0
"467","Kauno apskr.",2020-07-21,-14,24,96,-10,-32,1
"468","Kauno apskr.",2020-07-22,-13,20,58,-13,-31,3
"469","Kauno apskr.",2020-07-23,-12,23,68,-7,-31,2
"470","Kauno apskr.",2020-07-24,-19,25,97,-12,-30,0
"471","Kauno apskr.",2020-07-25,-27,17,101,-1,3,-8
"472","Kauno apskr.",2020-07-26,-24,19,125,-8,9,-13
"473","Kauno apskr.",2020-07-27,-12,24,128,-14,-34,0
"474","Kauno apskr.",2020-07-28,-16,20,107,-12,-32,1
"475","Kauno apskr.",2020-07-29,-14,20,107,-12,-32,1
"476","Kauno apskr.",2020-07-30,-13,21,58,-13,-33,2
"477","Kauno apskr.",2020-07-31,-20,23,54,-16,-32,1
"478","Kauno apskr.",2020-08-01,-32,11,91,-13,0,-7
"479","Kauno apskr.",2020-08-02,-27,15,138,-12,8,-12
"480","Kauno apskr.",2020-08-03,-15,18,122,-15,-34,1
"481","Kauno apskr.",2020-08-04,-20,15,44,-17,-34,4
"482","Kauno apskr.",2020-08-05,-13,20,140,-10,-33,1
"483","Kauno apskr.",2020-08-06,-13,22,120,-4,-34,-1
"484","Kauno apskr.",2020-08-07,-24,21,119,-14,-33,-3
"485","Kauno apskr.",2020-08-08,-36,7,90,-15,-3,-11
"486","Kauno apskr.",2020-08-09,-31,12,96,-18,4,-15
"487","Kauno apskr.",2020-08-10,-12,24,129,-12,-34,0
"488","Kauno apskr.",2020-08-11,-14,23,122,-7,-33,0
"489","Kauno apskr.",2020-08-12,-12,21,124,-9,-33,0
"490","Kauno apskr.",2020-08-13,-13,24,104,-4,-33,-1
"491","Kauno apskr.",2020-08-14,-21,25,110,-10,-33,-2
"492","Kauno apskr.",2020-08-15,-37,9,99,-14,-11,-10
"493","Kauno apskr.",2020-08-16,-30,15,103,-12,3,-15
"494","Kauno apskr.",2020-08-17,-13,23,NA,-11,-34,0
"495","Kauno apskr.",2020-08-18,-18,21,NA,-10,-32,1
"496","Kauno apskr.",2020-08-19,-15,19,NA,-9,-32,1
"497","Kauno apskr.",2020-08-20,-14,18,NA,-7,-32,0
"498","Kauno apskr.",2020-08-21,-24,22,NA,-12,-32,-2
"499","Kauno apskr.",2020-08-22,-34,10,NA,-16,-2,-9
"500","Kauno apskr.",2020-08-23,-26,17,NA,-12,3,-11
"501","Kauno apskr.",2020-08-24,-12,23,NA,-7,-30,1
"502","Kauno apskr.",2020-08-25,-15,23,NA,-6,-29,2
"503","Kauno apskr.",2020-08-26,-15,19,NA,-12,-28,2
"504","Kauno apskr.",2020-08-27,-11,23,NA,-3,-28,1
"505","Kauno apskr.",2020-08-28,-21,24,NA,-8,-27,-1
"506","Kauno apskr.",2020-08-29,-28,16,NA,-12,-4,-4
"507","Kauno apskr.",2020-08-30,-22,18,NA,-9,2,-6
"508","Kauno apskr.",2020-08-31,-8,32,NA,-9,-26,3
"509","Kauno apskr.",2020-09-01,1,30,NA,2,-29,2
"510","Kauno apskr.",2020-09-02,-14,26,NA,-2,-23,0
"511","Kauno apskr.",2020-09-03,-13,24,NA,8,-24,-2
"512","Kauno apskr.",2020-09-04,-21,26,NA,0,-22,-3
"513","Kauno apskr.",2020-09-05,-26,17,NA,-8,-2,-7
"514","Kauno apskr.",2020-09-06,-23,21,NA,-10,1,-8
"515","Kauno apskr.",2020-09-07,-12,23,NA,-3,-23,-1
"516","Kauno apskr.",2020-09-08,-18,22,NA,-2,-24,-1
"517","Kauno apskr.",2020-09-09,-14,20,NA,-1,-20,-3
"518","Kauno apskr.",2020-09-10,-13,25,NA,9,-21,-4
"519","Kauno apskr.",2020-09-11,-17,28,92,5,-20,-7
"520","Kauno apskr.",2020-09-12,-23,15,90,-7,-5,-11
"521","Kauno apskr.",2020-09-13,-20,20,66,-3,0,-11
"522","Kauno apskr.",2020-09-14,-14,23,85,-2,-14,-3
"523","Kauno apskr.",2020-09-15,-14,25,128,3,-16,-4
"524","Kauno apskr.",2020-09-16,-13,22,134,1,-15,-4
"525","Kauno apskr.",2020-09-17,-15,20,32,2,-17,-2
"526","Kauno apskr.",2020-09-18,-19,24,73,-2,-15,-4
"527","Kauno apskr.",2020-09-19,-25,16,80,-12,-1,-8
"528","Kauno apskr.",2020-09-20,-20,21,94,-6,2,-9
"529","Kauno apskr.",2020-09-21,-12,24,98,-1,-14,-2
"530","Kauno apskr.",2020-09-22,-16,23,92,2,-15,-2
"531","Kauno apskr.",2020-09-23,-17,20,85,0,-13,-2
"532","Kauno apskr.",2020-09-24,-19,19,57,0,-14,-2
"533","Kauno apskr.",2020-09-25,-22,23,71,-1,-14,-3
"534","Kauno apskr.",2020-09-26,-28,14,67,-14,-1,-7
"535","Kauno apskr.",2020-09-27,-25,15,57,-13,-1,-8
"536","Kauno apskr.",2020-09-28,-20,19,54,-9,-12,0
"537","Kauno apskr.",2020-09-29,-21,21,61,-6,-13,0
"538","Kauno apskr.",2020-09-30,-19,20,48,-4,-12,-1
"539","Kauno apskr.",2020-10-01,-20,21,27,-2,-11,-1
"540","Kauno apskr.",2020-10-02,-24,22,29,-6,-11,-2
"541","Kauno apskr.",2020-10-03,-28,16,-4,-18,-8,-3
"542","Kauno apskr.",2020-10-04,-23,19,63,-6,-2,-6
"543","Kauno apskr.",2020-10-05,-19,18,40,-4,-12,0
"544","Kauno apskr.",2020-10-06,-22,20,51,-3,-13,-1
"545","Kauno apskr.",2020-10-07,-19,17,65,-2,-11,-1
"546","Kauno apskr.",2020-10-08,-18,20,34,2,-11,0
"547","Kauno apskr.",2020-10-09,-23,23,10,-6,-11,-1
"548","Kauno apskr.",2020-10-10,-21,21,16,-15,-3,-3
"549","Kauno apskr.",2020-10-11,-20,25,1,-12,-4,-3
"550","Kauno apskr.",2020-10-12,-20,16,45,-10,-15,2
"551","Kauno apskr.",2020-10-13,-23,20,5,-10,-13,2
"552","Kauno apskr.",2020-10-14,-21,17,-11,-13,-12,3
"553","Kauno apskr.",2020-10-15,-16,25,11,-6,-11,1
"554","Kauno apskr.",2020-10-16,-23,28,11,-10,-10,0
"555","Kauno apskr.",2020-10-17,-23,23,11,-18,-3,-2
"556","Kauno apskr.",2020-10-18,-27,18,-10,-22,-4,-1
"557","Kauno apskr.",2020-10-19,-20,16,13,-14,-10,2
"558","Kauno apskr.",2020-10-20,-22,21,21,-12,-12,2
"559","Kauno apskr.",2020-10-21,-19,19,17,-10,-10,2
"560","Kauno apskr.",2020-10-22,-18,21,11,-6,-11,2
"561","Kauno apskr.",2020-10-23,-25,25,28,-12,-12,1
"562","Kauno apskr.",2020-10-24,-28,20,22,-21,-2,-1
"563","Kauno apskr.",2020-10-25,-24,27,82,-14,0,-5
"564","Kauno apskr.",2020-10-26,-27,11,17,-27,-26,6
"565","Kauno apskr.",2020-10-27,-30,16,22,-22,-28,7
"566","Kauno apskr.",2020-10-28,-29,12,39,-23,-28,6
"567","Kauno apskr.",2020-10-29,-32,12,-6,-26,-30,7
"568","Kauno apskr.",2020-10-30,-38,15,-8,-25,-31,7
"569","Kauno apskr.",2020-10-31,-41,17,8,-30,-8,-1
"570","Kauno apskr.",2020-11-01,-52,9,22,-35,-19,-2
"571","Kauno apskr.",2020-11-02,-54,-8,35,-56,-81,20
"572","Kauno apskr.",2020-11-03,-40,2,-2,-36,-31,10
"573","Kauno apskr.",2020-11-04,-38,2,-9,-37,-31,11
"574","Kauno apskr.",2020-11-05,-36,5,-21,-34,-31,10
"575","Kauno apskr.",2020-11-06,-37,14,2,-32,-29,10
"576","Kauno apskr.",2020-11-07,-49,7,-8,-44,-9,5
"577","Kauno apskr.",2020-11-08,-52,1,9,-44,-14,3
"578","Kauno apskr.",2020-11-09,-42,2,22,-38,-29,10
"579","Kauno apskr.",2020-11-10,-44,10,0,-35,-31,11
"580","Kauno apskr.",2020-11-11,-41,9,11,-35,-29,10
"581","Kauno apskr.",2020-11-12,-42,11,-18,-35,-30,11
"582","Kauno apskr.",2020-11-13,-45,14,-18,-36,-29,11
"583","Kauno apskr.",2020-11-14,-44,15,-3,-36,-11,4
"584","Kauno apskr.",2020-11-15,-48,5,-3,-38,-15,3
"585","Kauno apskr.",2020-11-16,-41,4,-3,-39,-28,10
"586","Kauno apskr.",2020-11-17,-43,8,-11,-36,-29,11
"587","Kauno apskr.",2020-11-18,-42,6,-12,-37,-28,11
"588","Kauno apskr.",2020-11-19,-42,8,-18,-33,-28,10
"589","Kauno apskr.",2020-11-20,-43,18,-6,-32,-27,10
"590","Kauno apskr.",2020-11-21,-42,15,6,-36,-9,4
"591","Kauno apskr.",2020-11-22,-52,0,-45,-43,-17,5
"592","Kauno apskr.",2020-11-23,-42,3,-16,-38,-28,11
"593","Kauno apskr.",2020-11-24,-44,7,-20,-36,-30,11
"594","Kauno apskr.",2020-11-25,-41,8,-10,-34,-29,11
"595","Kauno apskr.",2020-11-26,-41,9,-21,-32,-29,11
"596","Kauno apskr.",2020-11-27,-42,13,-19,-31,-27,11
"597","Kauno apskr.",2020-11-28,-43,12,-17,-38,-8,5
"598","Kauno apskr.",2020-11-29,-45,7,4,-35,-12,3
"599","Kauno apskr.",2020-11-30,-39,8,-5,-36,-28,11
"600","Kauno apskr.",2020-12-01,-41,10,1,-33,-29,11
"601","Kauno apskr.",2020-12-02,-41,7,-9,-35,-27,11
"602","Kauno apskr.",2020-12-03,-41,9,-23,-34,-28,11
"603","Kauno apskr.",2020-12-04,-44,13,-21,-35,-26,12
"604","Kauno apskr.",2020-12-05,-42,13,-9,-38,-8,6
"605","Kauno apskr.",2020-12-06,-46,5,-19,-39,-13,5
"606","Kauno apskr.",2020-12-07,-38,5,-18,-37,-29,11
"607","Kauno apskr.",2020-12-08,-40,10,-22,-34,-29,12
"608","Kauno apskr.",2020-12-09,-44,0,-17,-40,-31,13
"609","Kauno apskr.",2020-12-10,-43,6,-25,-37,-33,12
"610","Kauno apskr.",2020-12-11,-45,12,-13,-35,-31,13
"611","Kauno apskr.",2020-12-12,-46,8,-14,-41,-7,7
"612","Kauno apskr.",2020-12-13,-47,5,2,-39,-11,5
"613","Kauno apskr.",2020-12-14,-24,19,8,-25,-35,10
"614","Kauno apskr.",2020-12-15,-26,24,-1,-22,-36,10
"615","Kauno apskr.",2020-12-16,-64,-9,-35,-53,-40,17
"616","Kauno apskr.",2020-12-17,-61,-1,-25,-50,-41,17
"617","Kauno apskr.",2020-12-18,-64,-3,-32,-51,-40,19
"618","Kauno apskr.",2020-12-19,-71,-8,-29,-60,-22,13
"619","Kauno apskr.",2020-12-20,-71,-13,-27,-61,-23,11
"620","Kauno apskr.",2020-12-21,-53,11,-10,-49,-43,16
"621","Kauno apskr.",2020-12-22,-52,23,-16,-46,-46,16
"622","Kauno apskr.",2020-12-23,-51,30,-10,-44,-48,17
"623","Kauno apskr.",2020-12-24,-79,-24,-53,-74,-86,31
"624","Kauno apskr.",2020-12-25,-93,-87,-15,-84,-91,36
"625","Klaipėdos apskr.",2020-02-15,16,18,169,17,1,-1
"626","Klaipėdos apskr.",2020-02-16,15,14,101,8,-2,0
"627","Klaipėdos apskr.",2020-02-17,2,5,21,8,-15,4
"628","Klaipėdos apskr.",2020-02-18,3,2,16,6,-15,3
"629","Klaipėdos apskr.",2020-02-19,-1,0,-7,4,-16,3
"630","Klaipėdos apskr.",2020-02-20,5,5,31,7,-16,2
"631","Klaipėdos apskr.",2020-02-21,-3,5,6,-1,-16,3
"632","Klaipėdos apskr.",2020-02-22,-12,-5,-50,-16,-2,1
"633","Klaipėdos apskr.",2020-02-23,2,17,63,-1,2,0
"634","Klaipėdos apskr.",2020-02-24,2,12,35,-5,1,0
"635","Klaipėdos apskr.",2020-02-25,0,5,-6,-2,2,0
"636","Klaipėdos apskr.",2020-02-26,-2,4,-17,-4,2,0
"637","Klaipėdos apskr.",2020-02-27,0,2,-38,-12,0,2
"638","Klaipėdos apskr.",2020-02-28,-1,8,-1,-2,2,0
"639","Klaipėdos apskr.",2020-02-29,-2,4,11,0,2,0
"640","Klaipėdos apskr.",2020-03-01,9,14,137,8,5,-1
"641","Klaipėdos apskr.",2020-03-02,-2,0,12,3,2,1
"642","Klaipėdos apskr.",2020-03-03,0,1,10,0,2,0
"643","Klaipėdos apskr.",2020-03-04,-2,0,-6,-5,1,1
"644","Klaipėdos apskr.",2020-03-05,3,0,14,-2,2,0
"645","Klaipėdos apskr.",2020-03-06,1,4,36,4,3,-1
"646","Klaipėdos apskr.",2020-03-07,3,6,27,-7,2,0
"647","Klaipėdos apskr.",2020-03-08,29,39,259,19,8,-4
"648","Klaipėdos apskr.",2020-03-09,3,0,48,4,1,0
"649","Klaipėdos apskr.",2020-03-10,16,13,53,15,1,-2
"650","Klaipėdos apskr.",2020-03-11,-10,-8,101,-14,-69,17
"651","Klaipėdos apskr.",2020-03-12,0,4,-13,-10,-1,0
"652","Klaipėdos apskr.",2020-03-13,-15,4,-9,-12,-17,5
"653","Klaipėdos apskr.",2020-03-14,-26,-3,-26,-24,-9,5
"654","Klaipėdos apskr.",2020-03-15,-12,16,59,-18,-5,3
"655","Klaipėdos apskr.",2020-03-16,-46,-24,-31,-30,-37,16
"656","Klaipėdos apskr.",2020-03-17,-49,-26,34,-29,-46,17
"657","Klaipėdos apskr.",2020-03-18,-55,-33,-15,-37,-48,19
"658","Klaipėdos apskr.",2020-03-19,-50,-26,44,-33,-50,18
"659","Klaipėdos apskr.",2020-03-20,-62,-6,9,-36,-49,20
"660","Klaipėdos apskr.",2020-03-21,-67,-17,-21,-46,-36,12
"661","Klaipėdos apskr.",2020-03-22,-66,-15,23,-49,-32,10
"662","Klaipėdos apskr.",2020-03-23,-61,-11,26,-32,-50,19
"663","Klaipėdos apskr.",2020-03-24,-61,-13,27,-39,-53,19
"664","Klaipėdos apskr.",2020-03-25,-64,-18,12,-36,-52,20
"665","Klaipėdos apskr.",2020-03-26,-62,-17,24,-34,-53,20
"666","Klaipėdos apskr.",2020-03-27,-63,-13,33,-32,-52,20
"667","Klaipėdos apskr.",2020-03-28,-65,-21,10,-35,-35,10
"668","Klaipėdos apskr.",2020-03-29,-73,-31,-43,-59,-36,11
"669","Klaipėdos apskr.",2020-03-30,-64,-20,-20,-39,-52,21
"670","Klaipėdos apskr.",2020-03-31,-62,-18,3,-35,-53,20
"671","Klaipėdos apskr.",2020-04-01,-66,-26,-35,-42,-53,22
"672","Klaipėdos apskr.",2020-04-02,-65,-24,-37,-43,-54,23
"673","Klaipėdos apskr.",2020-04-03,-64,-20,-34,-37,-53,23
"674","Klaipėdos apskr.",2020-04-04,-66,-23,-30,-40,-37,12
"675","Klaipėdos apskr.",2020-04-05,-59,-13,79,-26,-32,8
"676","Klaipėdos apskr.",2020-04-06,-57,-12,80,-10,-51,17
"677","Klaipėdos apskr.",2020-04-07,-54,-2,69,-22,-52,17
"678","Klaipėdos apskr.",2020-04-08,-56,-4,51,-9,-51,16
"679","Klaipėdos apskr.",2020-04-09,-51,10,-3,-24,-52,18
"680","Klaipėdos apskr.",2020-04-10,-55,12,-6,-25,-51,19
"681","Klaipėdos apskr.",2020-04-11,-68,-17,-43,-52,-41,15
"682","Klaipėdos apskr.",2020-04-12,-89,-87,-38,-60,-50,14
"683","Klaipėdos apskr.",2020-04-13,-78,-46,-21,-50,-85,30
"684","Klaipėdos apskr.",2020-04-14,-59,-13,-9,-33,-52,19
"685","Klaipėdos apskr.",2020-04-15,-59,-8,1,-26,-51,20
"686","Klaipėdos apskr.",2020-04-16,-53,-4,3,-23,-50,19
"687","Klaipėdos apskr.",2020-04-17,-53,3,15,-22,-48,19
"688","Klaipėdos apskr.",2020-04-18,-56,-23,0,-23,-28,8
"689","Klaipėdos apskr.",2020-04-19,-55,-24,51,-19,-24,7
"690","Klaipėdos apskr.",2020-04-20,-51,-19,34,-10,-47,17
"691","Klaipėdos apskr.",2020-04-21,-47,-14,90,-13,-47,15
"692","Klaipėdos apskr.",2020-04-22,-48,-15,61,-3,-46,15
"693","Klaipėdos apskr.",2020-04-23,-46,-13,41,-8,-46,15
"694","Klaipėdos apskr.",2020-04-24,-46,-9,46,-6,-44,15
"695","Klaipėdos apskr.",2020-04-25,-46,-14,4,-9,-22,5
"696","Klaipėdos apskr.",2020-04-26,-45,-13,62,-10,-18,5
"697","Klaipėdos apskr.",2020-04-27,-39,-10,77,0,-42,14
"698","Klaipėdos apskr.",2020-04-28,-37,-7,73,-4,-41,12
"699","Klaipėdos apskr.",2020-04-29,-39,-7,29,0,-41,14
"700","Klaipėdos apskr.",2020-04-30,-28,5,75,12,-41,11
"701","Klaipėdos apskr.",2020-05-01,-46,-7,109,1,-71,19
"702","Klaipėdos apskr.",2020-05-02,-33,1,48,-2,-19,4
"703","Klaipėdos apskr.",2020-05-03,-32,19,71,-3,-9,0
"704","Klaipėdos apskr.",2020-05-04,-36,-8,89,1,-38,12
"705","Klaipėdos apskr.",2020-05-05,-34,-2,103,-1,-37,11
"706","Klaipėdos apskr.",2020-05-06,-33,2,60,8,-37,12
"707","Klaipėdos apskr.",2020-05-07,-32,3,55,0,-37,12
"708","Klaipėdos apskr.",2020-05-08,-35,6,65,6,-36,11
"709","Klaipėdos apskr.",2020-05-09,-26,16,108,16,-6,0
"710","Klaipėdos apskr.",2020-05-10,-17,27,272,50,0,-3
"711","Klaipėdos apskr.",2020-05-11,-36,3,-13,-7,-37,14
"712","Klaipėdos apskr.",2020-05-12,-30,7,50,-1,-35,11
"713","Klaipėdos apskr.",2020-05-13,-33,6,17,-1,-35,12
"714","Klaipėdos apskr.",2020-05-14,-26,10,66,6,-33,10
"715","Klaipėdos apskr.",2020-05-15,-33,13,40,2,-32,10
"716","Klaipėdos apskr.",2020-05-16,-32,16,4,-4,-7,3
"717","Klaipėdos apskr.",2020-05-17,-33,19,48,-1,-5,3
"718","Klaipėdos apskr.",2020-05-18,-27,10,71,7,-30,9
"719","Klaipėdos apskr.",2020-05-19,-25,12,73,6,-29,9
"720","Klaipėdos apskr.",2020-05-20,-23,16,82,13,-29,8
"721","Klaipėdos apskr.",2020-05-21,-22,17,56,7,-30,9
"722","Klaipėdos apskr.",2020-05-22,-25,20,121,21,-26,6
"723","Klaipėdos apskr.",2020-05-23,-19,26,138,26,4,-3
"724","Klaipėdos apskr.",2020-05-24,-18,33,164,14,4,-1
"725","Klaipėdos apskr.",2020-05-25,-22,18,114,18,-28,8
"726","Klaipėdos apskr.",2020-05-26,-18,21,NA,15,-25,5
"727","Klaipėdos apskr.",2020-05-27,-19,21,137,17,-25,6
"728","Klaipėdos apskr.",2020-05-28,-18,23,91,12,-26,7
"729","Klaipėdos apskr.",2020-05-29,-18,28,155,24,-23,5
"730","Klaipėdos apskr.",2020-05-30,-10,34,174,32,11,-4
"731","Klaipėdos apskr.",2020-05-31,1,51,332,54,18,-5
"732","Klaipėdos apskr.",2020-06-01,-14,24,154,23,-22,5
"733","Klaipėdos apskr.",2020-06-02,-14,26,NA,22,-20,4
"734","Klaipėdos apskr.",2020-06-03,-14,26,136,22,-21,4
"735","Klaipėdos apskr.",2020-06-04,-12,27,142,23,-21,4
"736","Klaipėdos apskr.",2020-06-05,-18,25,120,27,-21,3
"737","Klaipėdos apskr.",2020-06-06,-10,34,130,23,10,-4
"738","Klaipėdos apskr.",2020-06-07,-3,52,242,43,18,-7
"739","Klaipėdos apskr.",2020-06-08,-16,20,85,21,-22,6
"740","Klaipėdos apskr.",2020-06-09,-12,25,NA,12,-21,4
"741","Klaipėdos apskr.",2020-06-10,-9,31,158,29,-21,3
"742","Klaipėdos apskr.",2020-06-11,-3,38,205,35,-20,2
"743","Klaipėdos apskr.",2020-06-12,-4,42,321,56,-19,-1
"744","Klaipėdos apskr.",2020-06-13,8,54,293,73,13,-8
"745","Klaipėdos apskr.",2020-06-14,15,66,386,70,20,-6
"746","Klaipėdos apskr.",2020-06-15,-1,37,234,46,-21,2
"747","Klaipėdos apskr.",2020-06-16,1,40,NA,37,-19,1
"748","Klaipėdos apskr.",2020-06-17,3,46,312,56,-18,-1
"749","Klaipėdos apskr.",2020-06-18,4,49,258,48,-20,0
"750","Klaipėdos apskr.",2020-06-19,2,46,292,58,-19,-2
"751","Klaipėdos apskr.",2020-06-20,7,53,252,53,13,-7
"752","Klaipėdos apskr.",2020-06-21,24,80,466,84,21,-8
"753","Klaipėdos apskr.",2020-06-22,15,62,345,69,-22,0
"754","Klaipėdos apskr.",2020-06-23,28,76,NA,71,-24,-3
"755","Klaipėdos apskr.",2020-06-24,5,56,NA,92,-66,6
"756","Klaipėdos apskr.",2020-06-25,20,69,440,72,-24,-1
"757","Klaipėdos apskr.",2020-06-26,12,57,477,82,-23,-2
"758","Klaipėdos apskr.",2020-06-27,9,54,295,58,6,-6
"759","Klaipėdos apskr.",2020-06-28,26,76,491,93,22,-9
"760","Klaipėdos apskr.",2020-06-29,7,48,207,49,-21,1
"761","Klaipėdos apskr.",2020-06-30,9,46,NA,45,-21,1
"762","Klaipėdos apskr.",2020-07-01,9,43,215,54,-21,2
"763","Klaipėdos apskr.",2020-07-02,11,48,230,54,-22,2
"764","Klaipėdos apskr.",2020-07-03,8,49,278,66,-22,0
"765","Klaipėdos apskr.",2020-07-04,22,62,298,75,8,-7
"766","Klaipėdos apskr.",2020-07-05,44,91,458,94,13,-6
"767","Klaipėdos apskr.",2020-07-06,11,49,NA,96,-69,8
"768","Klaipėdos apskr.",2020-07-07,20,59,NA,66,-26,1
"769","Klaipėdos apskr.",2020-07-08,15,51,267,67,-24,2
"770","Klaipėdos apskr.",2020-07-09,19,54,315,60,-24,0
"771","Klaipėdos apskr.",2020-07-10,10,52,260,62,-24,0
"772","Klaipėdos apskr.",2020-07-11,14,51,191,60,9,-6
"773","Klaipėdos apskr.",2020-07-12,30,77,387,77,20,-7
"774","Klaipėdos apskr.",2020-07-13,21,63,390,81,-25,0
"775","Klaipėdos apskr.",2020-07-14,30,66,NA,92,-25,-1
"776","Klaipėdos apskr.",2020-07-15,30,73,NA,101,-24,-2
"777","Klaipėdos apskr.",2020-07-16,31,75,477,99,-26,-1
"778","Klaipėdos apskr.",2020-07-17,24,70,567,108,-24,-3
"779","Klaipėdos apskr.",2020-07-18,33,77,487,117,9,-11
"780","Klaipėdos apskr.",2020-07-19,53,111,NA,128,21,-11
"781","Klaipėdos apskr.",2020-07-20,33,82,NA,109,-28,-1
"782","Klaipėdos apskr.",2020-07-21,35,75,NA,87,-27,0
"783","Klaipėdos apskr.",2020-07-22,27,67,328,85,-26,2
"784","Klaipėdos apskr.",2020-07-23,30,67,366,82,-25,1
"785","Klaipėdos apskr.",2020-07-24,11,59,284,95,-27,2
"786","Klaipėdos apskr.",2020-07-25,27,65,498,185,8,-8
"787","Klaipėdos apskr.",2020-07-26,47,102,NA,161,18,-9
